record_id,model_text,language_type,text_hash,split,like_count,love_count,care_count,haha_count,wow_count,sad_count,angry_count,total_reactions,data_origin,text_provenance,reaction_provenance,annotation_provenance,provided_sentiment,neural_v3_candidate_sentiment,neural_v3_sentiment_label,neural_v3_confidence,candidate_sentiment_label,sentiment_label,label_confidence,is_uncertain,sentiment_probability_negative,sentiment_probability_neutral,sentiment_probability_positive,sentiment_probability_mixed,emotion_probability_joy,emotion_probability_affection,emotion_probability_amusement,emotion_probability_surprise,emotion_probability_sadness,emotion_probability_anger,emotion_probability_care_empathy,emotion_probability_fear,emotion_probability_disgust,emotion_probability_approval,emotion_probability_sarcasm,prediction_source,label_version
RF_POST_000017,විනිසුරු විශ්රාම වයස දීර්ඝ කිරීමට එරෙහිව වෘත්තීය සමිති 33 කින් ජනපතිට ලිපියක්,sinhala,cdf64f68d8b4abab139f422257bf56134d0d4c285548d9ffe7eaa3f865885aa9,validation,158,1,1,386,2,0,0,548,legacy_source,legacy_collected_unverified,legacy_collected_unverified,none,,negative,negative,0.494669276903851,negative,negative,0.6729832160778316,False,0.6729832160778316,0.18538787288977362,0.07247641563534495,0.06915249539704979,0.2925317613956956,0.3160656200973539,0.5247550698800317,0.300226287176805,0.39308080075816876,0.4322478209733479,0.3266441426701458,0.3197811286269323,0.45529999076430433,0.3018758169953198,0.6330739239320924,final_provenance_weighted_model,reactionfusion_neural_combined_v5_development
RF_POST_000018,මහා භාණ්ඩාගාරයේ ඩොලර් මිලියන 2 . 5 අස්ථානගත වීම නිලධාරීන් අනූ එකකගෙන් ප්රකාශ අරන් - විමර්ශන දිගටම මහජන ආරක්ෂක ඇමැති,sinhala,16f94fc9dae2f169cbdff28cf9374016143b378ed34b8bf41d8ef4844cff434d,train,105,2,0,166,0,0,0,273,legacy_source,legacy_collected_unverified,legacy_collected_unverified,none,,negative,negative,0.5724527359787221,negative,negative,0.6561641463993553,False,0.6561641463993553,0.16487838521541925,0.09383232929456717,0.08512513909065827,0.3169166951421092,0.3439786462785124,0.5409944800600198,0.30682224684027026,0.40838606111413717,0.4361476119833679,0.34232886999641854,0.33179508184863776,0.44088785293702903,0.32046938188624285,0.6356636481984596,final_provenance_weighted_model,reactionfusion_neural_combined_v5_development
RF_POST_000019,බැගේජ් ඖෂධ විකුණන පාමසි වටලනවා. දැනටමත් 108 ක් වටලලා,sinhala,93d5fe53bf9dd8035d1f7afc522698bc2fa24eab104311ef64fc5e1c3594e815,test,2569,367,10,22,18,3,3,2992,legacy_source,legacy_collected_unverified,legacy_collected_unverified,none,,negative,negative,0.5189560284275544,neutral,neutral,0.3853854872049259,False,0.34610797683602246,0.3853854872049259,0.1610942562954502,0.1074122796636015,0.40232432086844366,0.4025379705001392,0.35493368874110554,0.3785265366993843,0.3540652149312501,0.3926953477508913,0.4029305897339109,0.374245954007599,0.4355212589716503,0.4638427167675099,0.541066346860795,final_provenance_weighted_model,reactionfusion_neural_combined_v5_development
RF_POST_000020,පරිසර දූෂණය වායු දූෂණය හේතුවෙන් ඇතිවන රෝගවලින් සෑම වසරකම ශ්රී ලංකාවේ පුද්ගලයින් 7000 ක් පමණ අකාලයේ මියැදෙනවා. (සෞඛ්ය අමාත්යාංශයේ වෘත්තිය සෞඛ්ය අධ්යක්ෂ),sinhala,345a90aef6eaf179729931ad250bdef559a8bf28efb2b74481faceb75fb4ab65,train,46,2,0,1,1,10,0,60,legacy_source,legacy_collected_unverified,legacy_collected_unverified,human_adjudicated_development,neutral,neutral,neutral,0.4460169305206871,neutral,neutral,0.578218524685947,False,0.21479017488754373,0.578218524685947,0.07270295482482782,0.1342883456016814,0.32118356503804407,0.33400359391400497,0.3831903376318782,0.45390654193704516,0.4385727248709876,0.3917024238946329,0.44629513140458005,0.45742753897483096,0.3994529457379807,0.35005515491482875,0.45115381150440254,repeated_grouped_human_oof,reactionfusion_neural_combined_v5_development
RF_POST_000021,ශ්රී ලංකා ආරක්ෂක හමුදාව විද්යාත්මක හා වෘත්තීය නිපුණතාවෙන් සන්නද්ධ කළ යුතුයි - ජනපති 2026 වසර සඳහා ආරක්ෂක අමාත්යාංශයට රුපියල් බිලියන 530ක සමස්ත ප්රතිපාදන,sinhala,b2492efcc2ba4d8308587fd30d6342d05b7510caf6c6d8f970eb73ef1e89b7f5,train,157,27,0,45,0,0,0,229,legacy_source,legacy_collected_unverified,legacy_collected_unverified,none,,positive,positive,0.6285020336988858,positive,positive,0.5855025754401417,False,0.11023741577941552,0.194127914196808,0.5855025754401417,0.11013209458363483,0.6085255569673818,0.5891927920187058,0.4546107689642017,0.3852289096024627,0.35400118247796547,0.39687297158055623,0.39967511345319506,0.40496547030668867,0.3970220087784147,0.5871867404162525,0.5152883546946322,final_provenance_weighted_model,reactionfusion_neural_combined_v5_development
RF_POST_000022,ඉදිරියේ දී පැවැත්වීමට නියමිත අපොස උසස් පෙළ විභාගය කල්දැමීමේ නියෝගයක් නිකුත් කරන ඉල්ලා ගොනුකර තිබූ මූලික අයිතිවාසිකම් පෙත්සමක් විභාගයට නොගෙන නිෂ්ප්රභ කිරීමට ශ්රේෂ්ඨාධිකරණය අද නියෝග කළේය.,sinhala,44013a559024115032e89e5a1bc3a0414c48dffe658620c05aeae7e482311a06,test,381,10,2,7,1,77,2,480,legacy_source,legacy_collected_unverified,legacy_collected_unverified,none,,neutral,neutral,0.4887859171616917,neutral,neutral,0.5815899125965752,False,0.25989507959746516,0.5815899125965752,0.05020025684607019,0.10831475095988932,0.28796513214433955,0.31484103459465024,0.3429443930772948,0.4055487322008414,0.39675009538501493,0.394329252499637,0.44834753293074125,0.4398109801401989,0.4267530783195874,0.34956216852548117,0.5032314920581359,final_provenance_weighted_model,reactionfusion_neural_combined_v5_development
RF_POST_000023,"හෙට ප්රදේශ කිහිපයකට මි.මී 100 ට වැඩි තද වැසි බස්නාහිර සහ සබරගමුව පළාත්වලත් මහනුවර, නුවර එළිය සහ ගාල්ල දිස්ත්රික්කවල",sinhala,937cf2a7d14aed19442cf95d6a9aeae3c40db901d5a5425b9185ea57e2a6c60f,train,167,2,1,0,1,1,0,172,legacy_source,legacy_collected_unverified,legacy_collected_unverified,none,,negative,negative,0.5673744913725245,negative,negative,0.48127536003346055,False,0.48127536003346055,0.40462101548049567,0.05294833135062745,0.06115529313541621,0.28741851097054644,0.28242486215819407,0.3637995746201802,0.3263045106542033,0.35796864090431724,0.3902572632737368,0.35306273521408743,0.3320260774703385,0.4473801941776161,0.3119686893903345,0.574057673371433,final_provenance_weighted_model,reactionfusion_neural_combined_v5_development
RF_POST_000024,කඳපොළ බෝමුරුඇල්ල ප්රදේශයේ සීතාඑළිය සංරක්ෂිත රක්ෂිතයට ඇතුලුවී එම රක්ෂිතයේ ගිනි තැබූ සැකකරුවෙකුට නුවරඑළිය මහෙස්ත්රාත් අධිකරණය විසින් ලක්ෂ 4කට අධික දඩයක් නියම කර තිබේ.,sinhala,4dc6f983a936cca955415a2487c5b4315c33b5cad46713dc43901d2d12740336,validation,143,17,1,0,0,0,0,161,legacy_source,legacy_collected_unverified,legacy_collected_unverified,none,,neutral,uncertain,0.3182668787594353,negative,uncertain,0.3557372868940611,True,0.3557372868940611,0.3358535911855441,0.19857998592862713,0.1098291359917677,0.4166690767519891,0.4188335659712942,0.36932012633601535,0.37296436785756415,0.3630273891645261,0.3860048279121201,0.39798106545466067,0.3670981618652984,0.44236252327034437,0.455963587845808,0.5399093883216807,final_provenance_weighted_model,reactionfusion_neural_combined_v5_development
RF_POST_000025,දකුණේ බන්ධනාගාරවල ආරක්ෂාව තර කරයි ගාල්ල බූස්ස මාතර අගුණුකොළපැලැස්ස සහ වීරවිල,sinhala,b846f3849d754a6b4019ebfb4b3b34a39a56a41b479050e8c4432feecfed4822,train,197,22,0,7,0,0,0,226,legacy_source,legacy_collected_unverified,legacy_collected_unverified,none,,negative,uncertain,0.3546806107276811,negative,uncertain,0.3591065958904602,True,0.3591065958904602,0.344312319704944,0.19035747909178247,0.10622360531281333,0.41271454849486,0.41462624695067757,0.37442544916117226,0.36268266166175006,0.3600432874328595,0.3862515481212796,0.39070078819389276,0.3660938303011355,0.43703834319667934,0.44958000044540203,0.5465479121671787,final_provenance_weighted_model,reactionfusion_neural_combined_v5_development
RF_POST_000026,"🔴ALERT කොත්මලේ ජලාශයේ වාන් දොරටු අද උදේ 8ට විවෘත කෙරේ. කටුගස්තොට,උලපනේ,ගම්පොළ,ගෙලිඔය සහ පේරාදෙණිය ජනතාව පරිස්සම් වන්න.",mixed,70f429435d66e7b4a507651dc4a3b488e1e519e62810081f77f78544a87db8be,validation,1147,17,10,1,3,28,0,1206,legacy_source,legacy_collected_unverified,legacy_collected_unverified,none,,negative,negative,0.4504654444333952,negative,negative,0.4672846971984492,False,0.4672846971984492,0.42777981048159647,0.0418488591092213,0.06308663321073327,0.2671262362665291,0.27199679413599787,0.35863111518297935,0.32682897689489554,0.35818548694984964,0.3995440671124569,0.36442542436817843,0.3424967841917546,0.4394330039830942,0.3030676654758647,0.5739307989445205,final_provenance_weighted_model,reactionfusion_neural_combined_v5_development
RF_POST_000027,හිරෝෂිමා සහ නාගසාකී වලට පරමාණු බෝම්බ හෙළා වසර අසූ (81),sinhala,d4c24ad924fbeec86367f9895c312261864da39b2e2915988a75b1dc55db8a2e,train,74,0,0,0,1,28,0,103,legacy_source,legacy_collected_unverified,legacy_collected_unverified,none,,neutral,neutral,0.7692497322163304,neutral,neutral,0.6722234395610226,False,0.177150129077884,0.6722234395610226,0.05964147559953901,0.0909849557615545,0.30753627906280273,0.3227285372375685,0.3565788360838145,0.4251806499645821,0.3971938980962889,0.39922912212366524,0.4608040702746523,0.46416744198602505,0.4113139007199883,0.35554773374768917,0.46705537892902543,final_provenance_weighted_model,reactionfusion_neural_combined_v5_development
RF_POST_000028,"2026 අයවැය ප්රතිපාදනවලින් අධිකරණ සහ ජාතික ඒකාබද්ධතා අමාත්යාංශය යටතේ වැඩිම ප්රතිපාදන වෙන් කර ඇත්තේ බන්ධනාගාර දෙපාර්තමේන්තුවට වන අතර, මිලියන 5627ක ප්රාග්ධන වියදම්",sinhala,1b3c0137cbdb1eb101b1a0cbec24b971626e14299acd0451473bb856e018e952,validation,64,9,0,1,0,1,0,75,legacy_source,legacy_collected_unverified,legacy_collected_unverified,none,,neutral,uncertain,0.3650197332096809,neutral,neutral,0.403409437902021,False,0.2594167814816021,0.403409437902021,0.2169149722804121,0.12025880833596488,0.4367804309338273,0.4368972408203103,0.36681003053354255,0.3767578068771629,0.3849862539183909,0.3727626520956043,0.3966924180440935,0.3661584289644709,0.4157259147121999,0.4761839113490307,0.5097971560599197,final_provenance_weighted_model,reactionfusion_neural_combined_v5_development
RF_POST_000029,ආණ්ඩුක්රම ව්යවස්ථාව සහ අධිකරණ සංවිධාන පනත සංශෝධනය කිරීමට කැබිනට් අනුමැතිය,sinhala,8e4d84b4fa688e950672e5b9c2b2442c1e056e3312f7d15b607cb08090697b55,test,105,13,1,34,2,1,6,162,legacy_source,legacy_collected_unverified,legacy_collected_unverified,human_adjudicated_development,neutral,neutral,uncertain,0.3239348801228492,neutral,neutral,0.44114767749404554,False,0.2274361448374934,0.44114767749404554,0.19420511453441416,0.13721106313404685,0.4162279310790277,0.4027790538780062,0.44552808308423525,0.38513546619368805,0.4098580928505184,0.40151519757721577,0.35917459274999014,0.3704532804445808,0.4009668111238401,0.42568257028039086,0.5065696837512332,repeated_grouped_human_oof,reactionfusion_neural_combined_v5_development
RF_POST_000030,වයස 60 සම්පූර්ණ වූ යහපත් කල්ක්රියාවක් ඇති 👮♂️පොලීසියේ අයට අමතර සේවා දිගුවක් අමාත්ය ආනන්ද විජේපාල මහතා,sinhala,b1395894c422f54b5635ad3eb6b47e9febba1ff16c72ec1bb1d74f0c7ce0a7f5,train,258,8,2,452,3,3,2,728,legacy_source,legacy_collected_unverified,legacy_collected_unverified,none,,negative,negative,0.4252190783287942,negative,negative,0.6514094991860163,False,0.6514094991860163,0.18400422229563812,0.081417167742666,0.08316911077567969,0.30546532092192746,0.3292717653845741,0.5340767170919103,0.306361690451583,0.4063920536014593,0.43403785158823893,0.3363129604361708,0.3289746793590521,0.43835667047015053,0.3153986571746836,0.6336846547996451,final_provenance_weighted_model,reactionfusion_neural_combined_v5_development
RF_POST_000031,"නීතිවිරෝධි ධීවර කටයුතු කළ 36ක් නාවික හමුදා භාරයට ත්රිකුණාමලය සල්පෙආරු, තුඩුව, පරවි දූපත, සූඩයිකුඩා, අලම්පිල්, චිලාවත්තායි, යාපනය කඩ්ඩයිකාඩු කෙවිල්, කල්පිටිය ඉප්පන්තිව්",sinhala,24926cfc436d4c8f994821d76cb344400805c74a0941b1a143156f6fc134f181,train,32,0,0,0,0,0,0,32,legacy_source,legacy_collected_unverified,legacy_collected_unverified,none,,negative,negative,0.4262658251890524,negative,negative,0.45860294681962643,False,0.45860294681962643,0.40270808298393673,0.05559067060473571,0.08309829959170126,0.2820469830227002,0.27656077677740826,0.37786726990541497,0.362788874331892,0.39688944628954465,0.38749287202738975,0.35158424534429394,0.33675481876317964,0.4454983096239233,0.3078333558343934,0.5453591929298167,final_provenance_weighted_model,reactionfusion_neural_combined_v5_development
RF_POST_000032,වයස 60 සම්පූර්ණ වූ යහපත් කල්ක්රියාවක් ඇති 👮♂️පොලීසියේ අයට අමතර සේවා දිගුවක් අමාත්ය ආනන්ද විජේපාල මහතා,sinhala,b1395894c422f54b5635ad3eb6b47e9febba1ff16c72ec1bb1d74f0c7ce0a7f5,train,258,8,2,452,3,3,2,728,legacy_source,legacy_collected_unverified,legacy_collected_unverified,none,,negative,negative,0.4252190783287942,negative,negative,0.6514094991860163,False,0.6514094991860163,0.18400422229563812,0.081417167742666,0.08316911077567969,0.30546532092192746,0.3292717653845741,0.5340767170919103,0.306361690451583,0.4063920536014593,0.43403785158823893,0.3363129604361708,0.3289746793590521,0.43835667047015053,0.3153986571746836,0.6336846547996451,final_provenance_weighted_model,reactionfusion_neural_combined_v5_development
