source_row_id,like_count,love_count,care_count,haha_count,wow_count,sad_count,angry_count,source_total_reactions,calculated_total_reactions,record_id,model_text,privacy_masked,language_type,text_hash,duplicate_group_id,duplicate_count,is_duplicate,total_reactions,log_total_reactions,like_ratio,like_ratio_smoothed,love_ratio,love_ratio_smoothed,care_ratio,care_ratio_smoothed,haha_ratio,haha_ratio_smoothed,wow_ratio,wow_ratio_smoothed,sad_ratio,sad_ratio_smoothed,angry_ratio,angry_ratio_smoothed,dominant_reaction,dominant_ratio,dominance_margin,sentiment_label,label_confidence,fusion_score,reaction_entropy,is_ambiguous,positive_anchor_mass,negative_anchor_mass,baseline_filtered_label,baseline_filtered_score,label_version,split,quality_status
15,80,1,0,0,0,0,0,81,81,RF_POST_000015,වයස අවුරුදු 50 සහ ඊට වැඩි වැඩිහිටියන් සඳහා ලොව ප්රථම වරට mRNA-පාදක සාමාන්ය සෘතුමය උණ එන්නත සඳහා අමෙරිකානු ආහාර හා ඖෂධ පරිපාලනය විසින් නිල අනුමැතිය ලබා දී තිබේ.,False,mixed,386d258ea90f0fb83d764f1354bbb0be170eb8211a8ac8bc4cc42b14c45dd532,DUP_386d258ea90f0fb8,1,False,81,4.406719247264253,0.9876543209876543,0.9204545454545454,0.012345679012345678,0.022727272727272728,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.011363636363636364,like,0.9876543209876543,0.9753086419753086,neutral,0.31313609104225865,0.02940238465009904,0.034185347296782825,True,0.012345679012345678,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
16,60,0,0,34,0,0,0,94,94,RF_POST_000016,ගොවි විරෝධය සාධාරණයි! නිෂ්පාදන අලෙවි ගැටලු තිබෙනවා. කෘෂිකර්ම අමාත්ය කේඩී ලාල්කාන්ත,False,sinhala,fb449f1b2de61d044c06a50c71371569f13adc6a8bc9c8c5e3ee0dead4a5bb0b,DUP_fb449f1b2de61d04,1,False,94,4.553876891600541,0.6382978723404256,0.6039603960396039,0.0,0.009900990099009901,0.0,0.009900990099009901,0.3617021276595745,0.3465346534653465,0.0,0.009900990099009901,0.0,0.009900990099009901,0.0,0.009900990099009901,like,0.6382978723404256,0.2765957446808511,neutral,0.566192930032851,0.0,0.336290581168065,True,0.0,0.0,neutral,0.0,reactionfusion_v1_provisional,train,approved
17,158,1,1,386,2,0,0,548,548,RF_POST_000017,විනිසුරු විශ්රාම වයස දීර්ඝ කිරීමට එරෙහිව වෘත්තීය සමිති 33 කින් ජනපතිට ලිපියක්,False,sinhala,cdf64f68d8b4abab139f422257bf56134d0d4c285548d9ffe7eaa3f865885aa9,DUP_cdf64f68d8b4abab,1,False,548,6.3080984415095305,0.28832116788321166,0.2864864864864865,0.0018248175182481751,0.0036036036036036037,0.0018248175182481751,0.0036036036036036037,0.7043795620437956,0.6972972972972973,0.0036496350364963502,0.005405405405405406,0.0,0.0018018018018018018,0.0,0.0018018018018018018,haha,0.7043795620437956,0.41605839416058393,neutral,0.6069782627533428,0.010754030742109597,0.3334800030092029,True,0.0028284671532846717,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
18,105,2,0,166,0,0,0,273,273,RF_POST_000018,මහා භාණ්ඩාගාරයේ ඩොලර් මිලියන 2 . 5 අස්ථානගත වීම නිලධාරීන් අනූ එකකගෙන් ප්රකාශ අරන් - විමර්ශන දිගටම මහජන ආරක්ෂක ඇමැති,False,sinhala,16f94fc9dae2f169cbdff28cf9374016143b378ed34b8bf41d8ef4844cff434d,DUP_16f94fc9dae2f169,1,False,273,5.6131281063880705,0.38461538461538464,0.37857142857142856,0.007326007326007326,0.010714285714285714,0.0,0.0035714285714285713,0.608058608058608,0.5964285714285714,0.0,0.0035714285714285713,0.0,0.0035714285714285713,0.0,0.0035714285714285713,haha,0.608058608058608,0.22344322344322345,neutral,0.5291774197269173,0.026411100037062124,0.3628229520996447,True,0.007326007326007326,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
19,2569,367,10,22,18,3,3,2992,2992,RF_POST_000019,බැගේජ් ඖෂධ විකුණන පාමසි වටලනවා. දැනටමත් 108 ක් වටලලා,False,sinhala,93d5fe53bf9dd8035d1f7afc522698bc2fa24eab104311ef64fc5e1c3594e815,DUP_93d5fe53bf9dd803,1,False,2992,8.0040315078527,0.8586229946524064,0.8569523174391463,0.12266042780748664,0.12270756918972991,0.0033422459893048127,0.003667889296432144,0.007352941176470588,0.00766922307435812,0.006016042780748663,0.006335445148382794,0.001002673796791444,0.001333777925975325,0.001002673796791444,0.001333777925975325,like,0.8586229946524064,0.7359625668449198,positive,0.22958967508520767,0.2625090082600464,0.25080536011341914,True,0.12449866310160428,0.002005347593582888,positive,0.9682959048877147,reactionfusion_v1_provisional,train,approved
22,381,10,2,7,1,77,2,480,480,RF_POST_000022,ඉදිරියේ දී පැවැත්වීමට නියමිත අපොස උසස් පෙළ විභාගය කල්දැමීමේ නියෝගයක් නිකුත් කරන ඉල්ලා ගොනුකර තිබූ මූලික අයිතිවාසිකම් පෙත්සමක් විභාගයට නොගෙන නිෂ්ප්රභ කිරීමට ශ්රේෂ්ඨාධිකරණය අද නියෝග කළේය.,False,sinhala,44013a559024115032e89e5a1bc3a0414c48dffe658620c05aeae7e482311a06,DUP_44013a5590241150,1,False,480,6.175867270105761,0.79375,0.784394250513347,0.020833333333333332,0.022587268993839837,0.004166666666666667,0.006160164271047228,0.014583333333333334,0.01642710472279261,0.0020833333333333333,0.004106776180698152,0.16041666666666668,0.1601642710472279,0.004166666666666667,0.006160164271047228,like,0.79375,0.6333333333333333,negative,0.23980902562498055,-0.2903967603949825,0.34829239581592075,True,0.023125,0.16458333333333336,negative,-0.7536071032186461,reactionfusion_v1_provisional,train,approved
23,167,2,1,0,1,1,0,172,172,RF_POST_000023,"හෙට ප්රදේශ කිහිපයකට මි.මී 100 ට වැඩි තද වැසි බස්නාහිර සහ සබරගමුව පළාත්වලත් මහනුවර, නුවර එළිය සහ ගාල්ල දිස්ත්රික්කවල",False,sinhala,937cf2a7d14aed19442cf95d6a9aeae3c40db901d5a5425b9185ea57e2a6c60f,DUP_937cf2a7d14aed19,1,False,172,5.153291594497779,0.9709302325581395,0.9385474860335196,0.011627906976744186,0.01675977653631285,0.005813953488372093,0.0111731843575419,0.0,0.00558659217877095,0.005813953488372093,0.0111731843575419,0.005813953488372093,0.0111731843575419,0.0,0.00558659217877095,like,0.9709302325581395,0.9593023255813954,neutral,0.43284817951239457,0.021308222460851886,0.08747562339321135,True,0.014825581395348838,0.005813953488372093,positive,0.43661971830985913,reactionfusion_v1_provisional,train,approved
24,143,17,1,0,0,0,0,161,161,RF_POST_000024,කඳපොළ බෝමුරුඇල්ල ප්රදේශයේ සීතාඑළිය සංරක්ෂිත රක්ෂිතයට ඇතුලුවී එම රක්ෂිතයේ ගිනි තැබූ සැකකරුවෙකුට නුවරඑළිය මහෙස්ත්රාත් අධිකරණය විසින් ලක්ෂ 4කට අධික දඩයක් නියම කර තිබේ.,False,sinhala,4dc6f983a936cca955415a2487c5b4315c33b5cad46713dc43901d2d12740336,DUP_4dc6f983a936cca9,1,False,161,5.087596335232384,0.8881987577639752,0.8571428571428571,0.10559006211180125,0.10714285714285714,0.006211180124223602,0.011904761904761904,0.0,0.005952380952380952,0.0,0.005952380952380952,0.0,0.005952380952380952,0.0,0.005952380952380952,like,0.8881987577639752,0.782608695652174,positive,0.20527701174058338,0.23656968241728799,0.19232787116034541,True,0.10900621118012423,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
25,197,22,0,7,0,0,0,226,226,RF_POST_000025,දකුණේ බන්ධනාගාරවල ආරක්ෂාව තර කරයි ගාල්ල බූස්ස මාතර අගුණුකොළපැලැස්ස සහ වීරවිල,False,sinhala,b846f3849d754a6b4019ebfb4b3b34a39a56a41b479050e8c4432feecfed4822,DUP_b846f3849d754a6b,1,False,226,5.424950017481403,0.8716814159292036,0.8497854077253219,0.09734513274336283,0.09871244635193133,0.0,0.004291845493562232,0.030973451327433628,0.034334763948497854,0.0,0.004291845493562232,0.0,0.004291845493562232,0.0,0.004291845493562232,like,0.8716814159292036,0.7743362831858407,positive,0.19242660968953684,0.22024279798971502,0.23335866836251412,True,0.09734513274336283,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
26,1147,17,10,1,3,28,0,1206,1206,RF_POST_000026,"🔴ALERT කොත්මලේ ජලාශයේ වාන් දොරටු අද උදේ 8ට විවෘත කෙරේ. කටුගස්තොට,උලපනේ,ගම්පොළ,ගෙලිඔය සහ පේරාදෙණිය ජනතාව පරිස්සම් වන්න.",False,mixed,70f429435d66e7b4a507651dc4a3b488e1e519e62810081f77f78544a87db8be,DUP_70f429435d66e7b4,1,False,1206,7.095893221097532,0.951077943615257,0.9464138499587799,0.014096185737976783,0.01483924154987634,0.008291873963515755,0.009068425391591096,0.0008291873963515755,0.0016488046166529267,0.0024875621890547263,0.0032976092333058533,0.02321724709784411,0.023907666941467436,0.0,0.0008244023083264633,like,0.951077943615257,0.927860696517413,neutral,0.5154614459898742,-0.010656444524006211,0.13139495513178595,True,0.01865671641791045,0.02321724709784411,negative,-0.10891089108910891,reactionfusion_v1_provisional,train,approved
29,105,13,1,34,2,1,6,162,162,RF_POST_000029,ආණ්ඩුක්රම ව්යවස්ථාව සහ අධිකරණ සංවිධාන පනත සංශෝධනය කිරීමට කැබිනට් අනුමැතිය,False,sinhala,8e4d84b4fa688e950672e5b9c2b2442c1e056e3312f7d15b607cb08090697b55,DUP_8e4d84b4fa688e95,1,False,162,5.093750200806762,0.6481481481481481,0.6272189349112426,0.08024691358024691,0.08284023668639054,0.006172839506172839,0.011834319526627219,0.20987654320987653,0.20710059171597633,0.012345679012345678,0.01775147928994083,0.006172839506172839,0.011834319526627219,0.037037037037037035,0.04142011834319527,like,0.6481481481481481,0.4382716049382716,neutral,0.08690865402520616,0.1059013798313124,0.5397433650088455,True,0.08364197530864197,0.043209876543209874,positive,0.31873479318734793,reactionfusion_v1_provisional,train,approved
30,258,8,2,452,3,3,2,728,728,RF_POST_000030,වයස 60 සම්පූර්ණ වූ යහපත් කල්ක්රියාවක් ඇති 👮♂️පොලීසියේ අයට අමතර සේවා දිගුවක් අමාත්ය ආනන්ද විජේපාල මහතා,False,sinhala,b1395894c422f54b5635ad3eb6b47e9febba1ff16c72ec1bb1d74f0c7ce0a7f5,DUP_b1395894c422f54b,2,True,728,6.591673732008658,0.3543956043956044,0.3523809523809524,0.01098901098901099,0.012244897959183673,0.0027472527472527475,0.004081632653061225,0.6208791208791209,0.6163265306122448,0.004120879120879121,0.005442176870748299,0.004120879120879121,0.005442176870748299,0.0027472527472527475,0.004081632653061225,haha,0.6208791208791209,0.2664835164835165,neutral,0.5840256469978317,0.020335673905999045,0.4063830795682452,True,0.0125,0.006868131868131868,positive,0.2907801418439716,reactionfusion_v1_provisional,train,approved
31,32,0,0,0,0,0,0,32,32,RF_POST_000031,"නීතිවිරෝධි ධීවර කටයුතු කළ 36ක් නාවික හමුදා භාරයට ත්රිකුණාමලය සල්පෙආරු, තුඩුව, පරවි දූපත, සූඩයිකුඩා, අලම්පිල්, චිලාවත්තායි, යාපනය කඩ්ඩයිකාඩු කෙවිල්, කල්පිටිය ඉප්පන්තිව්",False,sinhala,24926cfc436d4c8f994821d76cb344400805c74a0941b1a143156f6fc134f181,DUP_24926cfc436d4c8f,1,False,32,3.4965075614664802,1.0,0.8461538461538461,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,0.0,0.02564102564102564,like,1.0,1.0,neutral,0.23635378797847573,0.0,-0.0,True,0.0,0.0,neutral,0.0,reactionfusion_v1_provisional,train,approved
32,258,8,2,452,3,3,2,728,728,RF_POST_000032,වයස 60 සම්පූර්ණ වූ යහපත් කල්ක්රියාවක් ඇති 👮♂️පොලීසියේ අයට අමතර සේවා දිගුවක් අමාත්ය ආනන්ද විජේපාල මහතා,False,sinhala,b1395894c422f54b5635ad3eb6b47e9febba1ff16c72ec1bb1d74f0c7ce0a7f5,DUP_b1395894c422f54b,2,True,728,6.591673732008658,0.3543956043956044,0.3523809523809524,0.01098901098901099,0.012244897959183673,0.0027472527472527475,0.004081632653061225,0.6208791208791209,0.6163265306122448,0.004120879120879121,0.005442176870748299,0.004120879120879121,0.005442176870748299,0.0027472527472527475,0.004081632653061225,haha,0.6208791208791209,0.2664835164835165,neutral,0.5840256469978317,0.020335673905999045,0.4063830795682452,True,0.0125,0.006868131868131868,positive,0.2907801418439716,reactionfusion_v1_provisional,train,approved
34,245,3,1,599,1,3,1,853,853,RF_POST_000034,"මීගමුවේ රැඳවියෝ දෙදෙනෙක් මියයාම ඇමති පහුවදා දන්නෙත් නැහැනේ? - ''මාව දැනුම්වත් කළේ පරක්කු වෙලා, බීලා බුදියගෙන හිටියා නෙවෙයි''අමාත්ය හර්ෂණ නානායක්කාර මහතා Derana360",False,mixed,b5a469d788cf09ae184224364b7b48e05dacf86d890eddff8fa473d964706564,DUP_b5a469d788cf09ae,1,False,853,6.74993119378857,0.28722157092614303,0.28604651162790695,0.0035169988276670576,0.004651162790697674,0.0011723329425556857,0.002325581395348837,0.7022274325908558,0.6976744186046512,0.0011723329425556857,0.002325581395348837,0.0035169988276670576,0.004651162790697674,0.0011723329425556857,0.002325581395348837,haha,0.7022274325908558,0.41500586166471276,neutral,0.6609600881457648,-0.0019998631269020923,0.34432409608421044,True,0.004161781946072685,0.004689331770222743,negative,-0.05960264900662254,reactionfusion_v1_provisional,train,approved
35,229,61,1,0,0,0,0,291,291,RF_POST_000035,"වසර 15 කට පසු ශ්රී ලංකා එක්ස්පෝ යලි කොළඹදී ,විදේශීය ගැනුම්කරුවෝ 1500ක් මෙරටට පැමිණීමට නියමිතයි මංගල විජේසිංහ සභාපති(EDB)",False,mixed,8fcde0de1e7700bb439e4835c60b176339a29f7af2ad6e64097ce4aee5155ba7,DUP_8fcde0de1e7700bb,1,False,291,5.676753802268282,0.7869415807560137,0.7718120805369127,0.20962199312714777,0.2080536912751678,0.003436426116838488,0.006711409395973154,0.0,0.003355704697986577,0.0,0.003355704697986577,0.0,0.003355704697986577,0.0,0.003355704697986577,like,0.7869415807560137,0.5773195876288659,positive,0.3450333836683603,0.40128278824920144,0.2752295174900452,True,0.21151202749140893,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
36,2024,30,3,911,48,10,14,3040,3040,RF_POST_000036,හිර ගෙවල් පහක ගැටුම් හදන රහස් සැලසුමක් දේශපාලකයෝ නිලධාරීහු හා රැඳවියෝ හවුල් බුද්ධි අංශ හෙළි කර ගනී (අද දිවයින),False,sinhala,1b6bc5192b8a980469fddedd95b02d6692c1936f7728d176a0aac563e0358bea,DUP_1b6bc5192b8a9804,1,False,3040,8.019941687677365,0.6657894736842105,0.6645881194617657,0.009868421052631578,0.01017394158188382,0.000986842105263158,0.0013127666557269445,0.29967105263157895,0.29931079750574335,0.015789473684210527,0.01608139153265507,0.003289473684210526,0.0036101083032490976,0.004605263157894736,0.004922874958976042,like,0.6657894736842105,0.3661184210526316,neutral,0.6600855520094243,0.007465569305152257,0.4077516676815157,True,0.010411184210526316,0.007894736842105263,positive,0.137466307277628,reactionfusion_v1_provisional,train,approved
37,64,9,1,0,0,0,0,74,74,RF_POST_000037,කොළඹ - නුවර පාර කඩුගන්නාවෙන් යළි විවෘතයි,False,sinhala,6e50a778bbbb135b39af95efbde4a9369794f4f4937dc602e0f69cc15f24f933,DUP_6e50a778bbbb135b,1,False,74,4.31748811353631,0.8648648648648649,0.8024691358024691,0.12162162162162163,0.12345679012345678,0.013513513513513514,0.024691358024691357,0.0,0.012345679012345678,0.0,0.012345679012345678,0.0,0.012345679012345678,0.0,0.012345679012345678,like,0.8648648648648649,0.7432432432432432,positive,0.18686027615655335,0.27276954917325547,0.22609637005933272,True,0.12905405405405407,0.0,positive,1.0,reactionfusion_v1_provisional,train,approved
39,280,0,2,0,1,16,0,299,299,RF_POST_000039,මේ වන විට පැසපික් සාගරයේ ජපානයට පහළින් සුළි කුණාටුවක් වර්ධනය වෙමින් පවතිනවා 6වෙනිදායින් පසු දින කිහිපයකුත් මධ්යම කඳුකරයේ බටහිර බෑවුම් වලට බොහෝ දුරට වැසි අපේක්ෂා කළ හැකියි,False,sinhala,8057ac7cd220e91b7e3a228685bf3377c181c205d0d1bbfe2a7a861a24eef800,DUP_8057ac7cd220e91b,1,False,299,5.703782474656201,0.9364548494983278,0.9183006535947712,0.0,0.0032679738562091504,0.006688963210702341,0.00980392156862745,0.0,0.0032679738562091504,0.0033444816053511705,0.006535947712418301,0.05351170568561873,0.05555555555555555,0.0,0.0032679738562091504,like,0.9364548494983278,0.882943143812709,neutral,0.026142404780241362,-0.1144781205253879,0.13912005960263954,True,0.003678929765886288,0.05351170568561873,negative,-0.871345029239766,reactionfusion_v1_provisional,train,approved
40,119,0,0,0,0,0,0,119,119,RF_POST_000040,"ගාල්ල සිට හම්බන්තොට හරහා පොතුවිල් දක්වා වෙරළට ඔබ්බෙන් වන මුහුදු ප්රදේශවල සුළඟේ වේගය පැයට KM 60ත් 70ත් අතර දක්වා ඉහළ යා හැකි අතර, මුහුද ඉතා රළු වනු ඇතැයි කාලගුණ විද්යා දෙපාර්තමේන්තුව පවසයි.",False,mixed,3a5da9e3c0361feb6dd80f13dadcbaaed1f1f11329f49ce644e148e1cb4fe439,DUP_3a5da9e3c0361feb,1,False,119,4.787491742782046,1.0,0.9523809523809523,0.0,0.007936507936507936,0.0,0.007936507936507936,0.0,0.007936507936507936,0.0,0.007936507936507936,0.0,0.007936507936507936,0.0,0.007936507936507936,like,1.0,1.0,neutral,0.4537247112448284,0.0,-0.0,True,0.0,0.0,neutral,0.0,reactionfusion_v1_provisional,train,approved
41,143,2,0,0,0,347,0,492,492,RF_POST_000041,"හැටන්, ගිනිගත්හේන පොල්පිටිය ප්රදේශයේ නිවසක් මතට පස් කන්දක් කඩා වැටීමෙන් අනතුරට ලක්ව අතුරුදන්ව සිටි පුද්ගලයින් සිව්දෙනාගේම මෘත ශරීර සොයාගත් බව පොලිසිය පවසයි",False,sinhala,151cf32bb92aaa4fd15955601776cb3e2cae81407bbfedd79108772b96daed9e,DUP_151cf32bb92aaa4f,1,False,492,6.20050917404269,0.29065040650406504,0.28857715430861725,0.0040650406504065045,0.006012024048096192,0.0,0.002004008016032064,0.0,0.002004008016032064,0.0,0.002004008016032064,0.7052845528455285,0.6973947895791583,0.0,0.002004008016032064,sad,0.7052845528455285,0.4146341463414634,negative,0.6727693837037295,-0.8022048272417306,0.32260987191866713,False,0.0040650406504065045,0.7052845528455285,negative,-0.9885386819484241,reactionfusion_v1_provisional,train,approved
